      After |    Peak Mem | File Name                                                                  |        Before |    Peak Mem ||         Change || Change (mem) | % Change | % Change (mem)
  16m11.31s | 19258256 ko | Specific/montgomery32_2e216m2e108m1_7limbs/femul.vo                        |     21m30.63s | 19294252 ko ||      -5m19.32s ||    -35996 ko |  -24.74% |         -0.18%
  32m14.95s | 33826316 ko | Specific/montgomery64_2e495m31_8limbs/femul.vo                             |     37m31.78s | 33897028 ko ||      -5m16.83s ||    -70712 ko |  -14.07% |         -0.20%
  31m46.10s | 33973624 ko | Specific/montgomery64_2e511m187_8limbs/femul.vo                            |     37m00.39s | 34521992 ko ||      -5m14.28s ||   -548368 ko |  -14.15% |         -1.58%
  16m29.70s | 19557216 ko | Specific/montgomery64_2e401m31_7limbs/femul.vo                             |     21m41.46s | 19390552 ko ||      -5m11.75s ||    166664 ko |  -23.95% |         +0.85%
  16m13.11s | 18863332 ko | Specific/montgomery32_2e212m29_7limbs/femul.vo                             |     21m23.98s | 19052752 ko ||      -5m10.87s ||   -189420 ko |  -24.21% |         -0.99%
  16m17.05s | 19227940 ko | Specific/montgomery32_2e222m117_7limbs/femul.vo                            |     21m22.19s | 18990852 ko ||      -5m05.14s ||    237088 ko |  -23.79% |         +1.24%
  16m09.11s | 19190524 ko | Specific/montgomery32_2e224m2e96p1_7limbs/femul.vo                         |     21m14.65s | 19183064 ko ||      -5m05.54s ||      7460 ko |  -23.97% |         +0.03%
  32m18.15s | 34374652 ko | Specific/montgomery64_2e512m491x2e496m1_8limbs/femul.vo                    |     37m04.79s | 34385332 ko ||      -4m46.63s ||    -10680 ko |  -12.88% |         -0.03%
   0m20.58s |   799364 ko | Specific/montgomery64_2e382m105_6limbs/feopp.vo                            |      4m59.39s |   910348 ko ||      -4m38.81s ||   -110984 ko |  -93.12% |        -12.19%
   0m20.61s |   799624 ko | Specific/montgomery64_2e336m17_6limbs/feopp.vo                             |      4m57.94s |   889196 ko ||      -4m37.32s ||    -89572 ko |  -93.08% |        -10.07%
   0m20.60s |   799132 ko | Specific/montgomery64_2e383m187_6limbs/feopp.vo                            |      4m57.92s |   910300 ko ||      -4m37.31s ||   -111168 ko |  -93.08% |        -12.21%
   0m20.57s |   798732 ko | Specific/montgomery64_2e384m317_6limbs/feopp.vo                            |      4m58.52s |   888932 ko ||      -4m37.94s ||    -90200 ko |  -93.10% |        -10.14%
  16m27.70s | 19295516 ko | Specific/montgomery64_2e413m21_7limbs/femul.vo                             |     21m04.47s | 19441176 ko ||      -4m36.76s ||   -145660 ko |  -21.88% |         -0.74%
   0m20.63s |   799360 ko | Specific/montgomery64_2e336m3_6limbs/feopp.vo                              |      4m57.07s |   889168 ko ||      -4m36.43s ||    -89808 ko |  -93.05% |        -10.10%
   0m20.31s |   801444 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/feopp.vo                      |      4m57.27s |   910384 ko ||      -4m36.95s ||   -108940 ko |  -93.16% |        -11.96%
  31m51.02s | 33857312 ko | Specific/montgomery32_2e226m5_8limbs/femul.vo                              |     36m26.38s | 34865884 ko ||      -4m35.36s ||  -1008572 ko |  -12.59% |         -2.89%
   0m20.38s |   797388 ko | Specific/montgomery64_2e379m19_6limbs/feopp.vo                             |      4m52.12s |   888980 ko ||      -4m31.74s ||    -91592 ko |  -93.02% |        -10.30%
   0m20.24s |   799044 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/feopp.vo              |      4m51.48s |   889028 ko ||      -4m31.24s ||    -89984 ko |  -93.05% |        -10.12%
   0m20.61s |   799324 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/feopp.vo                     |      4m50.71s |   910320 ko ||      -4m30.09s ||   -110996 ko |  -92.91% |        -12.19%
   0m20.27s |   799340 ko | Specific/montgomery64_2e383m31_6limbs/feopp.vo                             |      4m50.37s |   910520 ko ||      -4m30.10s ||   -111180 ko |  -93.01% |        -12.21%
   0m20.40s |   799972 ko | Specific/montgomery64_2e369m25_6limbs/feopp.vo                             |      4m49.54s |   889532 ko ||      -4m29.14s ||    -89560 ko |  -92.95% |        -10.06%
   0m20.34s |   798504 ko | Specific/montgomery64_2e383m421_6limbs/feopp.vo                            |      4m49.70s |   910404 ko ||      -4m29.36s ||   -111900 ko |  -92.97% |        -12.29%
   0m20.30s |   799416 ko | Specific/montgomery64_2e338m15_6limbs/feopp.vo                             |      4m50.29s |   889456 ko ||      -4m29.99s ||    -90040 ko |  -93.00% |        -10.12%
   0m20.28s |   799524 ko | Specific/montgomery64_2e322m2e161m1_6limbs/feopp.vo                        |      4m50.07s |   889232 ko ||      -4m29.78s ||    -89708 ko |  -93.00% |        -10.08%
   0m18.31s |   788472 ko | Specific/montgomery32_2e174m17_6limbs/feopp.vo                             |      4m40.85s |   878852 ko ||      -4m22.54s ||    -90380 ko |  -93.48% |        -10.28%
   0m18.02s |   775468 ko | Specific/montgomery32_2e192m2e64m1_6limbs/feopp.vo                         |      4m40.22s |   879088 ko ||      -4m22.20s ||   -103620 ko |  -93.56% |        -11.78%
   0m20.29s |   799208 ko | Specific/montgomery64_2e321m9_6limbs/feopp.vo                              |      4m41.41s |   889088 ko ||      -4m21.11s ||    -89880 ko |  -92.78% |        -10.10%
   0m18.03s |   775604 ko | Specific/montgomery32_2e189m25_6limbs/feopp.vo                             |      4m39.03s |   878816 ko ||      -4m21.00s ||   -103212 ko |  -93.53% |        -11.74%
   0m17.87s |   776044 ko | Specific/montgomery32_2e191m19_6limbs/feopp.vo                             |      4m39.53s |   879052 ko ||      -4m21.65s ||   -103008 ko |  -93.60% |        -11.71%
   0m18.37s |   787636 ko | Specific/montgomery32_2e174m3_6limbs/feopp.vo                              |      4m39.15s |   878872 ko ||      -4m20.77s ||    -91236 ko |  -93.41% |        -10.38%
   0m18.26s |   787844 ko | Specific/montgomery32_2e171m19_6limbs/feopp.vo                             |      4m38.64s |   879008 ko ||      -4m20.37s ||    -91164 ko |  -93.44% |        -10.37%
   0m17.97s |   781532 ko | Specific/montgomery32_2e165m25_6limbs/feopp.vo                             |      4m37.63s |   879080 ko ||      -4m19.65s ||    -97548 ko |  -93.52% |        -11.09%
   0m17.91s |   783116 ko | Specific/montgomery32_2e166m5_6limbs/feopp.vo                              |      4m37.40s |   879048 ko ||      -4m19.48s ||    -95932 ko |  -93.54% |        -10.91%
  16m15.23s | 19326260 ko | Specific/montgomery32_2e196m15_7limbs/femul.vo                             |     20m33.41s | 19326576 ko ||      -4m18.18s ||      -316 ko |  -20.93% |         -0.00%
   0m18.15s |   775560 ko | Specific/montgomery32_2e190m11_6limbs/feopp.vo                             |      4m36.32s |   879064 ko ||      -4m18.17s ||   -103504 ko |  -93.43% |        -11.77%
  15m55.59s | 19323604 ko | Specific/montgomery64_2e444m17_7limbs/femul.vo                             |     20m00.11s | 19404856 ko ||      -4m04.51s ||    -81252 ko |  -20.37% |         -0.41%
  32m17.04s | 34025484 ko | Specific/montgomery64_2e488m17_8limbs/femul.vo                             |     36m20.98s | 35052252 ko ||      -4m03.94s ||  -1026768 ko |  -11.18% |         -2.92%
  16m14.88s | 19324140 ko | Specific/montgomery32_2e194m33_7limbs/femul.vo                             |     20m12.62s | 19311808 ko ||      -3m57.73s ||     12332 ko |  -19.60% |         +0.06%
  16m11.89s | 19306440 ko | Specific/montgomery64_2e414m17_7limbs/femul.vo                             |     20m03.79s | 19446056 ko ||      -3m51.89s ||   -139616 ko |  -19.26% |         -0.71%
   3m35.27s |  2734404 ko | Specific/montgomery32_2e521m1_17limbs/fesub.vo                             |       N/A     |     N/A     ||      +3m35.27s ||   2734404 ko |        ∞ |              ∞
  16m26.64s | 19402280 ko | Specific/montgomery64_2e416m2e208m1_7limbs/femul.vo                        |     19m57.35s | 19324436 ko ||      -3m30.70s ||     77844 ko |  -17.59% |         +0.40%
  16m25.36s | 19497900 ko | Specific/montgomery64_2e448m2e224m1_7limbs/femul.vo                        |     19m56.19s | 19407872 ko ||      -3m30.83s ||     90028 ko |  -17.62% |         +0.46%
  16m13.72s | 19198700 ko | Specific/montgomery32_2e221m3_7limbs/femul.vo                              |     19m43.17s | 19007756 ko ||      -3m29.45s ||    190944 ko |  -17.70% |         +1.00%
   9m27.09s | 10196576 ko | Specific/solinas32_2e450m2e225m1_20limbs/fesquare.vo                       |     12m53.46s | 10196760 ko ||      -3m26.37s ||      -184 ko |  -26.68% |         -0.00%
  10m56.45s | 10428440 ko | Specific/solinas32_2e480m2e240m1_20limbs/femul.vo                          |     14m21.21s |  9668600 ko ||      -3m24.75s ||    759840 ko |  -23.77% |         +7.85%
   3m16.53s |  2413116 ko | Specific/montgomery32_2e511m187_16limbs/fesub.vo                           |       N/A     |     N/A     ||      +3m16.53s ||   2413116 ko |        ∞ |              ∞
   3m16.22s |  2415480 ko | Specific/montgomery32_2e512m569_16limbs/fesub.vo                           |       N/A     |     N/A     ||      +3m16.21s ||   2415480 ko |        ∞ |              ∞
   3m15.55s |  2400196 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/fesub.vo                   |       N/A     |     N/A     ||      +3m15.55s ||   2400196 ko |        ∞ |              ∞
   3m15.50s |  2355108 ko | Specific/montgomery32_2e488m17_16limbs/fesub.vo                            |       N/A     |     N/A     ||      +3m15.50s ||   2355108 ko |        ∞ |              ∞
   3m15.46s |  2428376 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/fesub.vo                   |       N/A     |     N/A     ||      +3m15.46s ||   2428376 ko |        ∞ |              ∞
   3m15.45s |  2394436 ko | Specific/montgomery32_2e489m21_16limbs/fesub.vo                            |       N/A     |     N/A     ||      +3m15.44s ||   2394436 ko |        ∞ |              ∞
   3m15.34s |  2405048 ko | Specific/montgomery32_2e511m481_16limbs/fesub.vo                           |       N/A     |     N/A     ||      +3m15.34s ||   2405048 ko |        ∞ |              ∞
   3m14.89s |  2355920 ko | Specific/montgomery32_2e495m31_16limbs/fesub.vo                            |       N/A     |     N/A     ||      +3m14.88s ||   2355920 ko |        ∞ |              ∞
  11m09.53s | 10285048 ko | Specific/solinas32_2e450m2e225m1_20limbs/femul.vo                          |     14m17.27s | 10394876 ko ||      -3m07.74s ||   -109828 ko |  -21.89% |         -1.05%
   7m31.06s | 10264884 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/femul.vo                     |     10m34.36s | 10322528 ko ||      -3m03.30s ||    -57644 ko |  -28.89% |         -0.55%
   9m21.72s | 10196664 ko | Specific/solinas32_2e480m2e240m1_20limbs/fesquare.vo                       |     12m20.64s | 10196968 ko ||      -2m58.91s ||      -304 ko |  -24.15% |         -0.00%
   7m37.08s | 10243272 ko | Specific/montgomery64_2e369m25_6limbs/femul.vo                             |     10m34.60s | 10244164 ko ||      -2m57.52s ||      -892 ko |  -27.97% |         -0.00%
  16m14.25s | 18904348 ko | Specific/montgomery32_2e198m17_7limbs/femul.vo                             |     19m10.01s | 19313044 ko ||      -2m55.75s ||   -408696 ko |  -15.28% |         -2.11%
   7m51.38s | 10266484 ko | Specific/montgomery64_2e383m187_6limbs/femul.vo                            |     10m36.09s | 10319648 ko ||      -2m44.71s ||    -53164 ko |  -25.89% |         -0.51%
   7m51.12s | 10260540 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/femul.vo              |     10m30.41s | 10264400 ko ||      -2m39.28s ||     -3860 ko |  -25.26% |         -0.03%
   7m58.15s | 10277772 ko | Specific/montgomery64_2e382m105_6limbs/femul.vo                            |     10m35.34s | 10244600 ko ||      -2m37.19s ||     33172 ko |  -24.74% |         +0.32%
   7m54.49s | 10299560 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/femul.vo                      |     10m32.43s | 10339984 ko ||      -2m37.93s ||    -40424 ko |  -24.97% |         -0.39%
   2m37.73s |  2041700 ko | Specific/montgomery32_2e480m2e240m1_15limbs/fesub.vo                       |       N/A     |     N/A     ||      +2m37.72s ||   2041700 ko |        ∞ |              ∞
   2m37.49s |  2026012 ko | Specific/montgomery32_2e468m17_15limbs/fesub.vo                            |       N/A     |     N/A     ||      +2m37.49s ||   2026012 ko |        ∞ |              ∞
   2m36.90s |  2042272 ko | Specific/montgomery32_2e450m2e225m1_15limbs/fesub.vo                       |       N/A     |     N/A     ||      +2m36.90s ||   2042272 ko |        ∞ |              ∞
   2m36.81s |  2025864 ko | Specific/montgomery32_2e452m3_15limbs/fesub.vo                             |       N/A     |     N/A     ||      +2m36.81s ||   2025864 ko |        ∞ |              ∞
   8m02.11s | 10320856 ko | Specific/montgomery64_2e338m15_6limbs/femul.vo                             |     10m36.23s | 10244840 ko ||      -2m34.12s ||     76016 ko |  -24.22% |         +0.74%
   8m02.36s | 10341684 ko | Specific/montgomery64_2e379m19_6limbs/femul.vo                             |     10m35.22s | 10257512 ko ||      -2m32.86s ||     84172 ko |  -24.06% |         +0.82%
   8m02.13s | 10266644 ko | Specific/montgomery64_2e384m317_6limbs/femul.vo                            |     10m33.75s | 10318744 ko ||      -2m31.62s ||    -52100 ko |  -23.92% |         -0.50%
   8m03.06s | 10274244 ko | Specific/montgomery64_2e383m31_6limbs/femul.vo                             |     10m33.72s | 10338072 ko ||      -2m30.66s ||    -63828 ko |  -23.77% |         -0.61%
   7m18.80s | 10212660 ko | Specific/montgomery32_2e165m25_6limbs/femul.vo                             |      9m39.50s | 10303252 ko ||      -2m20.69s ||    -90592 ko |  -24.27% |         -0.87%
   9m52.50s |  5994856 ko | Specific/solinas32_2e512m569_25limbs/fesquare.vo                           |     12m05.88s |  5993964 ko ||      -2m13.37s ||       892 ko |  -18.37% |         +0.01%
   2m11.20s |  1710076 ko | Specific/montgomery32_2e448m2e224m1_14limbs/fesub.vo                       |       N/A     |     N/A     ||      +2m11.19s ||   1710076 ko |        ∞ |              ∞
   2m10.77s |  1809544 ko | Specific/montgomery32_2e444m17_14limbs/fesub.vo                            |       N/A     |     N/A     ||      +2m10.77s ||   1809544 ko |        ∞ |              ∞
   7m38.89s | 10255952 ko | Specific/montgomery64_2e336m3_6limbs/femul.vo                              |      9m39.89s | 10346452 ko ||      -2m01.00s ||    -90500 ko |  -20.86% |         -0.87%
   7m52.27s | 10242900 ko | Specific/montgomery64_2e322m2e161m1_6limbs/femul.vo                        |      9m49.66s | 10272780 ko ||      -1m57.38s ||    -29880 ko |  -19.90% |         -0.29%
   8m00.84s | 10266104 ko | Specific/montgomery64_2e383m421_6limbs/femul.vo                            |      9m53.95s | 10321116 ko ||      -1m53.11s ||    -55012 ko |  -19.04% |         -0.53%
   7m53.24s | 10199268 ko | Specific/montgomery32_2e174m3_6limbs/femul.vo                              |      9m45.31s | 10280868 ko ||      -1m52.06s ||    -81600 ko |  -19.14% |         -0.79%
   1m52.97s |  1627708 ko | Specific/montgomery32_2e413m21_13limbs/fesub.vo                            |       N/A     |     N/A     ||      +1m52.96s ||   1627708 ko |        ∞ |              ∞
   1m52.89s |  1624616 ko | Specific/montgomery32_2e389m21_13limbs/fesub.vo                            |       N/A     |     N/A     ||      +1m52.89s ||   1624616 ko |        ∞ |              ∞
   1m52.74s |  1644776 ko | Specific/montgomery32_2e416m2e208m1_13limbs/fesub.vo                       |       N/A     |     N/A     ||      +1m52.74s ||   1644776 ko |        ∞ |              ∞
   1m52.40s |  1636592 ko | Specific/montgomery32_2e401m31_13limbs/fesub.vo                            |       N/A     |     N/A     ||      +1m52.40s ||   1636592 ko |        ∞ |              ∞
   1m51.98s |  1639520 ko | Specific/montgomery32_2e414m17_13limbs/fesub.vo                            |       N/A     |     N/A     ||      +1m51.97s ||   1639520 ko |        ∞ |              ∞
   7m54.06s | 10244968 ko | Specific/montgomery32_2e166m5_6limbs/femul.vo                              |      9m44.32s | 10202864 ko ||      -1m50.26s ||     42104 ko |  -18.86% |         +0.41%
   7m53.03s | 10191092 ko | Specific/montgomery32_2e171m19_6limbs/femul.vo                             |      9m43.30s | 10208996 ko ||      -1m50.26s ||    -17904 ko |  -18.90% |         -0.17%
   7m52.97s | 10160664 ko | Specific/montgomery32_2e192m2e64m1_6limbs/femul.vo                         |      9m43.91s | 10254580 ko ||      -1m50.93s ||    -93916 ko |  -18.99% |         -0.91%
   7m51.14s | 10329352 ko | Specific/montgomery64_2e336m17_6limbs/femul.vo                             |      9m40.73s | 10275164 ko ||      -1m49.59s ||     54188 ko |  -18.87% |         +0.52%
   7m53.76s | 10244572 ko | Specific/montgomery32_2e190m11_6limbs/femul.vo                             |      9m40.61s | 10208428 ko ||      -1m46.85s ||     36144 ko |  -18.40% |         +0.35%
   7m53.98s | 10304020 ko | Specific/montgomery32_2e189m25_6limbs/femul.vo                             |      9m38.64s | 10203848 ko ||      -1m44.65s ||    100172 ko |  -18.08% |         +0.98%
