       Time |    Peak Mem | File Name                                                                 
   0m02.19s |   726788 ko | Specific/solinas32_2e291m19_11limbs/fesubDisplay.log                      
   0m02.19s |   731032 ko | Specific/solinas32_2e383m187_17limbs/feaddDisplay.log                     
   0m02.19s |   723788 ko | Specific/solinas64_2e158m15_4limbs/freezeDisplay.log                      
   0m02.19s |   723328 ko | Specific/solinas64_2e174m17_3limbs/freezeDisplay.log                      
   0m02.19s |   725084 ko | Specific/solinas64_2e192m2e64m1_5limbs/fecarryDisplay.log                 
   0m02.19s |   725616 ko | Specific/solinas64_2e382m105_7limbs/fecarryDisplay.log                    
   0m02.18s |   730352 ko | Specific/montgomery32_2e291m19_10limbs/fenzDisplay.log                    
   0m02.18s |   732568 ko | Specific/montgomery32_2e336m3_11limbs/fenzDisplay.log                     
   0m02.18s |   723104 ko | Specific/montgomery64_2e291m19_5limbs/fenzDisplay.log                     
   0m02.18s |   725148 ko | Specific/solinas32_2e189m25_8limbs/fecarryDisplay.log                     
   0m02.18s |   725456 ko | Specific/solinas32_2e221m3_8limbs/fecarryDisplay.log                      
   0m02.18s |   727152 ko | Specific/solinas32_2e255m765_12limbs/fesubDisplay.log                     
   0m02.18s |   732988 ko | Specific/solinas32_2e383m421_18limbs/feaddDisplay.log                     
   0m02.18s |   737080 ko | Specific/solinas32_2e450m2e225m1_20limbs/feaddDisplay.log                 
   0m02.18s |   723376 ko | Specific/solinas64_2e137m13_3limbs/femulDisplay.log                       
   0m02.18s |   723088 ko | Specific/solinas64_2e171m19_3limbs/freezeDisplay.log                      
   0m02.18s |   640708 ko | Specific/solinas64_2e174m3_3limbs/Synthesis.vo                            
   0m02.18s |   724716 ko | Specific/solinas64_2e336m3_6limbs/fecarryDisplay.log                      
   0m02.18s |   725776 ko | Specific/solinas64_2e468m17_8limbs/fesubDisplay.log                       
   0m02.18s |   725788 ko | Specific/solinas64_2e488m17_9limbs/fesubDisplay.log                       
   0m02.18s |   725984 ko | Specific/solinas64_2e489m21_9limbs/fesubDisplay.log                       
   0m02.18s |   728244 ko | Specific/solinas64_2e512m569_11limbs/fesubDisplay.log                     
   0m02.17s |   725404 ko | Specific/solinas32_2e174m3_8limbs/fecarryDisplay.log                      
   0m02.17s |   726176 ko | Specific/solinas32_2e243m9_9limbs/fecarryDisplay.log                      
   0m02.17s |   728944 ko | Specific/solinas32_2e336m17_13limbs/fesubDisplay.log                      
   0m02.17s |   730152 ko | Specific/solinas32_2e382m105_16limbs/feaddDisplay.log                     
   0m02.17s |   731412 ko | Specific/solinas32_2e383m421_17limbs/feaddDisplay.log                     
   0m02.17s |   723088 ko | Specific/solinas64_2e165m25_3limbs/freezeDisplay.log                      
   0m02.17s |   723292 ko | Specific/solinas64_2e166m5_3limbs/femulDisplay.log                        
   0m02.17s |   725104 ko | Specific/solinas64_2e338m15_7limbs/fecarryDisplay.log                     
   0m02.17s |   725468 ko | Specific/solinas64_2e389m21_7limbs/fecarryDisplay.log                     
   0m02.17s |   727348 ko | Specific/solinas64_2e448m2e224m1_10limbs/fesubDisplay.log                 
   0m02.17s |   726132 ko | Specific/solinas64_2e452m3_9limbs/fesubDisplay.log                        
   0m02.16s |   728272 ko | Specific/montgomery32_2e266m3_9limbs/fenzDisplay.log                      
   0m02.16s |   723196 ko | Specific/solinas32_2e127m1_5limbs/freezeDisplay.log                       
   0m02.16s |   723088 ko | Specific/solinas32_2e130m5_5limbs/freezeDisplay.log                       
   0m02.16s |   724348 ko | Specific/solinas32_2e171m19_7limbs/fecarryDisplay.log                     
   0m02.16s |   723976 ko | Specific/solinas32_2e174m17_7limbs/fecarryDisplay.log                     
   0m02.16s |   725212 ko | Specific/solinas32_2e174m17_8limbs/fecarryDisplay.log                     
   0m02.16s |   726468 ko | Specific/solinas32_2e251m9_11limbs/fesubDisplay.log                       
   0m02.16s |   730372 ko | Specific/solinas32_2e389m21_16limbs/feaddDisplay.log                      
   0m02.16s |   732044 ko | Specific/solinas32_2e452m3_17limbs/feaddDisplay.log                       
   0m02.16s |   723388 ko | Specific/solinas64_2e130m5_3limbs/femulDisplay.log                        
   0m02.16s |   723960 ko | Specific/solinas64_2e141m9_4limbs/freezeDisplay.log                       
   0m02.16s |   723688 ko | Specific/solinas64_2e152m17_3limbs/femulDisplay.log                       
   0m02.16s |   640636 ko | Specific/solinas64_2e158m15_3limbs/Synthesis.vo                           
   0m02.16s |   724348 ko | Specific/solinas64_2e285m9_6limbs/fecarryDisplay.log                      
   0m02.15s |   726028 ko | Specific/montgomery32_2e255m19_8limbs/fenzDisplay.log                     
   0m02.15s |   724836 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/fenzDisplay.log             
   0m02.15s |   724324 ko | Specific/solinas32_2e150m5_7limbs/fecarryDisplay.log                      
   0m02.15s |   724236 ko | Specific/solinas32_2e152m17_7limbs/fecarryDisplay.log                     
   0m02.15s |   729584 ko | Specific/solinas32_2e389m21_15limbs/feaddDisplay.log                      
   0m02.15s |   732248 ko | Specific/solinas32_2e414m17_17limbs/feaddDisplay.log                      
   0m02.15s |   720732 ko | Specific/solinas64_2e137m13_3limbs/fesquareDisplay.log                    
   0m02.15s |   638516 ko | Specific/solinas64_2e140m27_3limbs/Synthesis.vo                           
   0m02.15s |   640648 ko | Specific/solinas64_2e166m5_3limbs/Synthesis.vo                            
   0m02.15s |   723240 ko | Specific/solinas64_2e171m19_3limbs/femulDisplay.log                       
   0m02.15s |   723952 ko | Specific/solinas64_2e255m19_6limbs/fecarryDisplay.log                     
   0m02.15s |   724356 ko | Specific/solinas64_2e266m3_6limbs/fecarryDisplay.log                      
   0m02.15s |   724916 ko | Specific/solinas64_2e379m19_8limbs/fesubDisplay.log                       
   0m02.15s |   725752 ko | Specific/solinas64_2e480m2e240m1_8limbs/fesubDisplay.log                  
   0m02.15s |   727388 ko | Specific/solinas64_2e511m481_10limbs/fesubDisplay.log                     
   0m02.14s |   723156 ko | Specific/solinas32_2e129m25_5limbs/freezeDisplay.log                      
   0m02.14s |   726380 ko | Specific/solinas32_2e266m3_11limbs/fesubDisplay.log                       
   0m02.14s |   731488 ko | Specific/solinas32_2e384m317_17limbs/feaddDisplay.log                     
   0m02.14s |   730392 ko | Specific/solinas32_2e414m17_16limbs/feaddDisplay.log                      
   0m02.14s |   733524 ko | Specific/solinas32_2e448m2e224m1_16limbs/feaddDisplay.log                 
   0m02.14s |   723212 ko | Specific/solinas64_2e129m25_4limbs/freezeDisplay.log                      
   0m02.14s |   722976 ko | Specific/solinas64_2e150m3_3limbs/femulDisplay.log                        
   0m02.14s |   723444 ko | Specific/solinas64_2e150m5_3limbs/femulDisplay.log                        
   0m02.14s |   723480 ko | Specific/solinas64_2e158m15_3limbs/femulDisplay.log                       
   0m02.14s |   723060 ko | Specific/solinas64_2e166m5_3limbs/freezeDisplay.log                       
   0m02.14s |   723248 ko | Specific/solinas64_2e174m17_3limbs/femulDisplay.log                       
   0m02.14s |   723988 ko | Specific/solinas64_2e243m9_6limbs/fecarryDisplay.log                      
   0m02.14s |   725864 ko | Specific/solinas64_2e414m17_9limbs/fesubDisplay.log                       
   0m02.14s |   726396 ko | Specific/solinas64_2e444m17_9limbs/fesubDisplay.log                       
   0m02.14s |   726384 ko | Specific/solinas64_2e448m2e224m1_8limbs/fesubDisplay.log                  
   0m02.14s |   726620 ko | Specific/solinas64_2e512m569_11limbs/feaddDisplay.log                     
   0m02.13s |   721496 ko | Specific/NISTP256/AMD128/fenzDisplay.log                                  
   0m02.13s |   724360 ko | Specific/solinas32_2e166m5_7limbs/fecarryDisplay.log                      
   0m02.13s |   724308 ko | Specific/solinas32_2e189m25_7limbs/fecarryDisplay.log                     
   0m02.13s |   724364 ko | Specific/solinas32_2e190m11_7limbs/fecarryDisplay.log                     
   0m02.13s |   725732 ko | Specific/solinas32_2e226m5_10limbs/fesubDisplay.log                       
   0m02.13s |   727812 ko | Specific/solinas32_2e321m9_12limbs/fesubDisplay.log                       
   0m02.13s |   730036 ko | Specific/solinas32_2e369m25_16limbs/feaddDisplay.log                      
   0m02.13s |   730192 ko | Specific/solinas32_2e383m187_16limbs/feaddDisplay.log                     
   0m02.13s |   730572 ko | Specific/solinas32_2e401m31_16limbs/feaddDisplay.log                      
   0m02.13s |   731260 ko | Specific/solinas32_2e401m31_17limbs/feaddDisplay.log                      
   0m02.13s |   730396 ko | Specific/solinas32_2e413m21_16limbs/feaddDisplay.log                      
   0m02.13s |   723288 ko | Specific/solinas64_2e127m1_3limbs/femulDisplay.log                        
   0m02.13s |   722504 ko | Specific/solinas64_2e127m1_3limbs/freezeDisplay.log                       
   0m02.13s |   723128 ko | Specific/solinas64_2e129m25_3limbs/femulDisplay.log                       
   0m02.13s |   720772 ko | Specific/solinas64_2e140m27_3limbs/fesquareDisplay.log                    
   0m02.13s |   721936 ko | Specific/solinas64_2e141m9_3limbs/freezeDisplay.log                       
   0m02.13s |   720764 ko | Specific/solinas64_2e152m17_3limbs/fesquareDisplay.log                    
   0m02.13s |   722616 ko | Specific/solinas64_2e166m5_3limbs/fesquareDisplay.log                     
   0m02.13s |   724684 ko | Specific/solinas64_2e338m15_6limbs/fecarryDisplay.log                     
   0m02.13s |   725420 ko | Specific/solinas64_2e401m31_8limbs/fesubDisplay.log                       
   0m02.13s |   726252 ko | Specific/solinas64_2e521m1_10limbs/feaddDisplay.log                       
   0m02.13s |   725476 ko | Specific/solinas64_2e521m1_9limbs/feaddDisplay.log                        
   0m02.12s |   726148 ko | Specific/montgomery32_2e226m5_8limbs/fenzDisplay.log                      
   0m02.12s |   726056 ko | Specific/montgomery32_2e254m127x2e240m1_8limbs/fenzDisplay.log            
   0m02.12s |   723948 ko | Specific/solinas32_2e140m27_7limbs/fecarryDisplay.log                     
   0m02.12s |   724320 ko | Specific/solinas32_2e150m3_7limbs/fecarryDisplay.log                      
   0m02.12s |   724468 ko | Specific/solinas32_2e158m15_7limbs/fecarryDisplay.log                     
   0m02.12s |   724276 ko | Specific/solinas32_2e165m25_7limbs/fecarryDisplay.log                     
   0m02.12s |   725396 ko | Specific/solinas32_2e165m25_8limbs/fecarryDisplay.log                     
   0m02.12s |   723612 ko | Specific/solinas32_2e166m5_6limbs/fecarryDisplay.log                      
   0m02.12s |   726096 ko | Specific/solinas32_2e216m2e108m1_10limbs/fesubDisplay.log                 
   0m02.12s |   726172 ko | Specific/solinas32_2e255m19_11limbs/fesubDisplay.log                      
   0m02.12s |   729948 ko | Specific/solinas32_2e383m31_15limbs/feaddDisplay.log                      
   0m02.12s |   732764 ko | Specific/solinas32_2e416m2e208m1_16limbs/feaddDisplay.log                 
   0m02.12s |   638452 ko | Specific/solinas64_2e129m25_3limbs/Synthesis.vo                           
   0m02.12s |   722428 ko | Specific/solinas64_2e137m13_3limbs/freezeDisplay.log                      
   0m02.12s |   640676 ko | Specific/solinas64_2e165m25_3limbs/Synthesis.vo                           
   0m02.12s |   723608 ko | Specific/solinas64_2e165m25_3limbs/femulDisplay.log                       
   0m02.12s |   725672 ko | Specific/solinas64_2e369m25_7limbs/fecarryDisplay.log                     
   0m02.12s |   725296 ko | Specific/solinas64_2e383m31_8limbs/fesubDisplay.log                       
   0m02.12s |   726532 ko | Specific/solinas64_2e416m2e208m1_9limbs/fesubDisplay.log                  
   0m02.12s |   725704 ko | Specific/solinas64_2e450m2e225m1_8limbs/fesubDisplay.log                  
   0m02.11s |   727964 ko | Specific/montgomery32_2e285m9_9limbs/fenzDisplay.log                      
   0m02.11s |   724708 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/fenzDisplay.log              
   0m02.11s |   724048 ko | Specific/solinas32_2e141m9_7limbs/fecarryDisplay.log                      
   0m02.11s |   723368 ko | Specific/solinas32_2e150m5_6limbs/fecarryDisplay.log                      
   0m02.11s |   725604 ko | Specific/solinas32_2e235m15_10limbs/fesubDisplay.log                      
   0m02.11s |   725768 ko | Specific/solinas32_2e266m3_10limbs/fesubDisplay.log                       
   0m02.11s |   724596 ko | Specific/solinas64_2e251m9_6limbs/fecarryDisplay.log                      
   0m02.11s |   723248 ko | Specific/solinas64_2e255m765_5limbs/fecarryDisplay.log                    
   0m02.11s |   724432 ko | Specific/solinas64_2e255m765_6limbs/fecarryDisplay.log                    
   0m02.11s |   726376 ko | Specific/solinas64_2e256m4294968273_10limbs/fesubDisplay.log              
   0m02.11s |   725384 ko | Specific/solinas64_2e384m317_8limbs/fesubDisplay.log                      
   0m02.11s |   725656 ko | Specific/solinas64_2e414m17_8limbs/fesubDisplay.log                       
   0m02.11s |   725744 ko | Specific/solinas64_2e444m17_8limbs/fesubDisplay.log                       
   0m02.11s |   726232 ko | Specific/solinas64_2e511m187_10limbs/feaddDisplay.log                     
   0m02.11s |   727024 ko | Specific/solinas64_2e511m481_11limbs/feaddDisplay.log                     
   0m02.10s |   726208 ko | Specific/montgomery32_2e251m9_8limbs/fenzDisplay.log                      
   0m02.10s |   726072 ko | Specific/montgomery32_2e256m2e32m977_8limbs/fenzDisplay.log               
   0m02.10s |   726040 ko | Specific/montgomery32_2e256m4294968273_8limbs/fenzDisplay.log             
   0m02.10s |   722216 ko | Specific/montgomery64_2e196m15_4limbs/fenzDisplay.log                     
   0m02.10s |   724904 ko | Specific/montgomery64_2e379m19_6limbs/fenzDisplay.log                     
   0m02.10s |   723272 ko | Specific/solinas32_2e158m15_6limbs/fecarryDisplay.log                     
   0m02.10s |   724220 ko | Specific/solinas32_2e174m3_7limbs/fecarryDisplay.log                      
